t_ms,fps,hero_x,hero_y,hero_render_x,hero_render_y,hero_units_per_sec,steps,interp_alpha,frame_ms,hero_anim,hero_anim_render,eff_step,eff_decay,cpu_render_ms,swap_ms,terrain_ms,objects_ms,chars_ms,effects_ms
61843.1,6.53256,13450,12050,13450,12050,357.017,4,0.649837,153.079,1.72203,1.62399,3.82698,0.425723,133.498,0.9237,3.2082,5.7503,107.989,0.0386
62040,5.07937,13450,12050,13450,12050,354.168,5,0.57171,196.875,3.12203,3.00211,4.92187,0.333443,163.543,0.4942,4.4935,8.32,138.501,0.0289
62187.4,6.78371,13450,12050,13450,12050,352.064,4,0.257008,147.412,4.24203,4.03399,3.6853,0.439398,123.206,0.4408,2.8822,8.9396,98.8359,0.0249
62340.6,6.52661,13450,12050,13450,12050,349.904,4,0.08748,153.219,5.36203,5.10653,3.83047,0.425392,127.631,0.4474,3.0253,5.6046,106.965,0.0248
62486.9,6.83215,13450,12050,13450,12050,347.864,3,0.74665,146.367,0.202034,0.202034,3.65917,0.441967,126.914,0.6726,2.9288,5.5006,105.757,0.0425
62615.8,7.75984,13450,12050,13450,12050,346.089,3,0.968365,128.869,1.04203,1.03318,3.22171,0.487286,112.748,0.5073,2.9568,5.7679,91.7839,0.026
62764.7,6.71643,13450,12050,13450,12050,344.059,4,0.69058,148.889,2.16203,2.0754,3.72221,0.435793,134.31,0.6629,2.9167,5.5903,102.086,0.0378
62960,5.12013,13450,12050,13450,12050,341.433,5,0.573273,195.308,3.56203,3.44255,4.88269,0.336371,156.326,0.5141,3.7283,8.7998,129.749,0.0263
63181,4.52513,13450,12050,13450,12050,338.51,5,0,220.988,4.96203,4.68203,5.5247,0.291475,142.26,0.4709,4.527,8.067,116.927,0.0306
63330.3,6.69851,13450,12050,13450,12050,336.563,3,0.732172,149.287,5.80204,5.72704,3.73217,0.434826,122.518,0.4756,3.1287,6.3543,100.494,0.0264
63462,7.59491,13450,12050,13450,12050,334.865,4,0.02385,131.667,0.922036,0.648714,3.29168,0.479737,116.281,0.5539,2.9084,6.2602,94.5871,0.0339
63616.1,6.48832,13450,12050,13450,12050,332.898,3,0.876927,154.123,1.76204,1.72758,3.85308,0.423251,134.695,0.7334,2.8849,6.3424,106.699,0.0519
63748.5,7.55047,13450,12050,13450,12050,331.227,4,0.187977,132.442,2.88204,2.65467,3.31105,0.477668,113.951,0.4953,2.923,5.5697,93.0687,0.0302
63885.4,7.30499,13450,12050,13450,12050,329.517,3,0.610298,136.893,3.72204,3.61292,3.42232,0.465954,118.451,0.5055,2.9255,5.8611,92.2135,0.0323
64045.8,6.23421,13450,12050,13450,12050,327.535,4,0.620427,160.405,4.84204,4.73576,4.01013,0.408675,143.545,0.4658,2.8825,5.8573,120.283,0.0574
64263.3,4.59877,13450,12050,13450,12050,324.887,5,0,217.45,0.242037,0.242037,5.43624,0.297286,190.196,0.5126,4.1089,7.9104,161.053,0.0884
64453.3,5.26363,13450,12050,13450,12050,322.607,4,0.749578,189.983,1.36204,1.29192,4.74958,0.346512,143.198,0.7803,3.3752,6.3932,117.924,0.0338
64678,4.45029,13450,12050,13450,12050,319.953,5,0,224.704,2.76204,2.48204,5.61761,0.285494,164.091,0.6965,2.9722,7,135.104,0.0536
64847.8,5.888,13450,12050,13450,12050,317.975,4,0.245923,169.837,3.88204,3.6709,4.24592,0.387728,146.114,0.4787,4.5217,6.9824,120.739,0.0304
65052.5,4.88397,13450,12050,13450,12050,315.623,5,0.364713,204.752,5.28204,5.10416,5.11879,0.319108,183.019,0.5442,3.5888,6.404,155.525,0.0282
65204.8,6.56815,13450,12050,13450,12050,313.897,4,0.17096,152.25,0.402038,0.169907,3.80625,0.427697,116.224,0.4804,3.3092,6.3404,93.8815,0.0276
65335.7,7.63618,13450,12050,13450,12050,312.427,3,0.444847,130.956,1.24204,1.0866,3.27389,0.481646,113.59,0.4689,2.8496,5.6349,93.1635,0.0248
65483,6.79282,13450,12050,13450,12050,310.791,4,0.125205,147.214,2.36204,2.1171,3.68036,0.439882,132.582,0.5526,3.6669,8.8513,106.16,0.0541
65618.8,7.36036,13450,12050,13450,12050,309.296,3,0.52178,135.863,3.20204,3.06814,3.39657,0.468638,117.487,0.6174,2.8544,5.5916,94.7467,0.032
65763.9,6.89179,13450,12050,13450,12050,307.715,4,0.149283,145.1,4.32204,4.08384,3.6275,0.445101,126.72,0.4677,3.3672,6.5377,101.756,0.0279
65933.4,5.90178,13450,12050,13450,12050,305.89,4,0.385293,169.44,5.44204,5.26992,4.23601,0.388587,137.749,0.4515,3.0315,6.1592,114.158,0.0464
66120.6,5.34172,13450,12050,13450,12050,303.898,5,0.065435,187.206,0.84204,0.580362,4.68014,0.351923,136.131,0.4493,3.1418,5.56,114.017,0.0248
66255.8,7.39448,13450,12050,13450,12050,302.475,3,0.446337,135.236,1.68204,1.52701,3.3809,0.47028,112.805,0.4062,2.9405,5.6696,91.6118,0.0273
66421.8,6.02282,13450,12050,13450,12050,300.746,4,0.597215,166.035,2.80204,2.68926,4.15088,0.396039,147.782,0.4883,3.1247,7.4652,124.259,0.0289
66571.1,6.69776,13450,12050,13450,12050,299.208,4,0.329807,149.304,3.92204,3.73439,3.73259,0.434785,126.395,0.4539,4.9141,6.077,101.924,0.0294
66718.2,6.79912,13450,12050,13450,12050,297.709,4,0.0067525,147.078,5.04204,4.76393,3.67694,0.440217,126.699,0.5272,2.9285,6.4429,104.201,0.0352
